,raceId,year,RaceName,driverId,lap,position,time,miliseconds
427,340,2010,Chinese Grand Prix,1,6,16,2:11.298,131298
428,340,2010,Chinese Grand Prix,1,7,12,1:48.629,108629
429,340,2010,Chinese Grand Prix,1,8,11,1:47.032,107032
430,340,2010,Chinese Grand Prix,1,9,10,1:46.049,106049
431,340,2010,Chinese Grand Prix,1,10,10,1:46.041,106041
432,340,2010,Chinese Grand Prix,1,11,7,1:47.109,107109
433,340,2010,Chinese Grand Prix,1,12,6,1:43.276,103276
434,340,2010,Chinese Grand Prix,1,13,6,1:42.061,102061
435,340,2010,Chinese Grand Prix,1,14,6,1:43.192,103192
436,340,2010,Chinese Grand Prix,1,15,6,1:45.287,105287
437,340,2010,Chinese Grand Prix,1,16,5,1:45.552,105552
438,340,2010,Chinese Grand Prix,1,17,5,1:43.108,103108
439,340,2010,Chinese Grand Prix,1,18,5,1:44.126,104126
440,340,2010,Chinese Grand Prix,1,19,5,1:54.905,114905
441,340,2010,Chinese Grand Prix,1,20,5,2:08.243,128243
442,340,2010,Chinese Grand Prix,1,21,7,2:12.573,132573
443,340,2010,Chinese Grand Prix,1,22,7,2:12.389,132389
444,340,2010,Chinese Grand Prix,1,23,7,1:59.540,119540
445,340,2010,Chinese Grand Prix,1,24,7,1:57.960,117960
446,340,2010,Chinese Grand Prix,1,25,6,2:28.946,148946
447,340,2010,Chinese Grand Prix,1,26,5,1:53.301,113301
448,340,2010,Chinese Grand Prix,1,27,4,1:50.675,110675
449,340,2010,Chinese Grand Prix,1,28,4,1:48.730,108730
450,340,2010,Chinese Grand Prix,1,29,3,1:49.845,109845
451,340,2010,Chinese Grand Prix,1,30,3,1:48.779,108779
452,340,2010,Chinese Grand Prix,1,31,3,1:48.607,108607
453,340,2010,Chinese Grand Prix,1,32,3,1:49.170,109170
454,340,2010,Chinese Grand Prix,1,33,3,1:50.035,110035
455,340,2010,Chinese Grand Prix,1,34,3,1:50.791,110791
456,340,2010,Chinese Grand Prix,1,35,3,1:52.054,112054
457,340,2010,Chinese Grand Prix,1,36,3,1:53.238,113238
458,340,2010,Chinese Grand Prix,1,37,3,1:57.261,117261
459,340,2010,Chinese Grand Prix,1,38,4,2:10.953,130953
460,340,2010,Chinese Grand Prix,1,39,2,1:47.269,107269
461,340,2010,Chinese Grand Prix,1,40,2,1:48.363,108363
462,340,2010,Chinese Grand Prix,1,41,2,1:47.968,107968
463,340,2010,Chinese Grand Prix,1,42,2,1:48.340,108340
464,340,2010,Chinese Grand Prix,1,43,2,1:47.502,107502
465,340,2010,Chinese Grand Prix,1,44,2,1:48.191,108191
466,340,2010,Chinese Grand Prix,1,45,2,1:47.370,107370
467,340,2010,Chinese Grand Prix,1,46,2,1:48.058,108058
468,340,2010,Chinese Grand Prix,1,47,2,1:49.439,109439
469,340,2010,Chinese Grand Prix,1,48,2,1:50.078,110078
470,340,2010,Chinese Grand Prix,1,49,2,1:51.488,111488
471,340,2010,Chinese Grand Prix,1,50,2,1:50.380,110380
472,340,2010,Chinese Grand Prix,1,51,2,1:51.125,111125
473,340,2010,Chinese Grand Prix,1,52,2,1:51.057,111057
474,340,2010,Chinese Grand Prix,1,53,2,1:50.976,110976
475,340,2010,Chinese Grand Prix,1,54,2,1:51.591,111591
476,340,2010,Chinese Grand Prix,1,55,2,1:52.382,112382
477,340,2010,Chinese Grand Prix,1,56,2,1:52.920,112920
478,950,2016,Chinese Grand Prix,1,1,21,2:10.729,130729
479,950,2016,Chinese Grand Prix,1,2,20,2:06.038,126038
480,950,2016,Chinese Grand Prix,1,3,20,1:41.293,101293
481,950,2016,Chinese Grand Prix,1,4,20,2:06.335,126335
482,950,2016,Chinese Grand Prix,1,5,20,2:18.201,138201
483,950,2016,Chinese Grand Prix,1,6,20,2:05.842,125842
484,950,2016,Chinese Grand Prix,1,7,21,2:10.908,130908
485,950,2016,Chinese Grand Prix,1,8,21,2:21.336,141336
486,950,2016,Chinese Grand Prix,1,9,19,1:44.352,104352
487,950,2016,Chinese Grand Prix,1,10,16,1:44.596,104596
488,950,2016,Chinese Grand Prix,1,11,14,1:43.612,103612
489,950,2016,Chinese Grand Prix,1,12,13,1:43.772,103772
490,950,2016,Chinese Grand Prix,1,13,12,1:44.725,104725
491,950,2016,Chinese Grand Prix,1,14,11,1:45.325,105325
492,950,2016,Chinese Grand Prix,1,15,11,1:43.789,103789
493,950,2016,Chinese Grand Prix,1,16,10,1:44.110,104110
494,950,2016,Chinese Grand Prix,1,17,9,1:43.961,103961
495,950,2016,Chinese Grand Prix,1,18,8,1:43.835,103835
496,950,2016,Chinese Grand Prix,1,19,5,1:43.679,103679
497,950,2016,Chinese Grand Prix,1,20,3,1:44.120,104120
498,950,2016,Chinese Grand Prix,1,21,5,1:49.277,109277
499,950,2016,Chinese Grand Prix,1,22,14,2:00.961,120961
500,950,2016,Chinese Grand Prix,1,23,12,1:41.553,101553
501,950,2016,Chinese Grand Prix,1,24,11,1:42.321,102321
502,950,2016,Chinese Grand Prix,1,25,11,1:42.639,102639
503,950,2016,Chinese Grand Prix,1,26,11,1:42.512,102512
504,950,2016,Chinese Grand Prix,1,27,10,1:43.007,103007
505,950,2016,Chinese Grand Prix,1,28,9,1:43.858,103858
506,950,2016,Chinese Grand Prix,1,29,9,1:43.673,103673
507,950,2016,Chinese Grand Prix,1,30,9,1:47.764,107764
508,950,2016,Chinese Grand Prix,1,31,14,1:58.155,118155
509,950,2016,Chinese Grand Prix,1,32,13,1:40.662,100662
510,950,2016,Chinese Grand Prix,1,33,11,1:41.495,101495
511,950,2016,Chinese Grand Prix,1,34,9,1:41.345,101345
512,950,2016,Chinese Grand Prix,1,35,9,1:41.486,101486
513,950,2016,Chinese Grand Prix,1,36,9,1:41.677,101677
514,950,2016,Chinese Grand Prix,1,37,9,1:41.982,101982
515,950,2016,Chinese Grand Prix,1,38,7,1:41.781,101781
516,950,2016,Chinese Grand Prix,1,39,6,1:42.803,102803
517,950,2016,Chinese Grand Prix,1,40,5,1:42.462,102462
518,950,2016,Chinese Grand Prix,1,41,5,1:41.932,101932
519,950,2016,Chinese Grand Prix,1,42,5,1:42.782,102782
520,950,2016,Chinese Grand Prix,1,43,6,1:43.346,103346
521,950,2016,Chinese Grand Prix,1,44,6,1:42.899,102899
522,950,2016,Chinese Grand Prix,1,45,6,1:42.391,102391
523,950,2016,Chinese Grand Prix,1,46,7,1:44.145,104145
524,950,2016,Chinese Grand Prix,1,47,7,1:42.567,102567
525,950,2016,Chinese Grand Prix,1,48,7,1:42.876,102876
526,950,2016,Chinese Grand Prix,1,49,7,1:43.437,103437
527,950,2016,Chinese Grand Prix,1,50,7,1:43.038,103038
528,950,2016,Chinese Grand Prix,1,51,7,1:42.637,102637
529,950,2016,Chinese Grand Prix,1,52,7,1:42.991,102991
530,950,2016,Chinese Grand Prix,1,53,7,1:43.323,103323
531,950,2016,Chinese Grand Prix,1,54,7,1:44.218,104218
532,950,2016,Chinese Grand Prix,1,55,7,1:43.998,103998
533,950,2016,Chinese Grand Prix,1,56,7,1:43.570,103570
534,970,2017,Chinese Grand Prix,1,1,1,1:48.752,108752
535,970,2017,Chinese Grand Prix,1,2,1,2:17.879,137879
536,970,2017,Chinese Grand Prix,1,3,1,2:24.702,144702
537,970,2017,Chinese Grand Prix,1,4,1,2:10.924,130924
538,970,2017,Chinese Grand Prix,1,5,1,3:00.642,180642
539,970,2017,Chinese Grand Prix,1,6,1,2:47.366,167366
540,970,2017,Chinese Grand Prix,1,7,1,2:49.364,169364
541,970,2017,Chinese Grand Prix,1,8,1,1:49.009,109009
542,970,2017,Chinese Grand Prix,1,9,1,1:44.030,104030
543,970,2017,Chinese Grand Prix,1,10,1,1:41.563,101563
544,970,2017,Chinese Grand Prix,1,11,1,1:40.807,100807
545,970,2017,Chinese Grand Prix,1,12,1,1:39.358,99358
546,970,2017,Chinese Grand Prix,1,13,1,1:39.388,99388
547,970,2017,Chinese Grand Prix,1,14,1,1:39.353,99353
548,970,2017,Chinese Grand Prix,1,15,1,1:38.124,98124
549,970,2017,Chinese Grand Prix,1,16,1,1:38.730,98730
550,970,2017,Chinese Grand Prix,1,17,1,1:38.895,98895
551,970,2017,Chinese Grand Prix,1,18,1,1:38.977,98977
552,970,2017,Chinese Grand Prix,1,19,1,1:38.556,98556
553,970,2017,Chinese Grand Prix,1,20,1,1:38.514,98514
554,970,2017,Chinese Grand Prix,1,21,1,1:38.485,98485
555,970,2017,Chinese Grand Prix,1,22,1,1:37.560,97560
556,970,2017,Chinese Grand Prix,1,23,1,1:37.644,97644
557,970,2017,Chinese Grand Prix,1,24,1,1:37.785,97785
558,970,2017,Chinese Grand Prix,1,25,1,1:37.879,97879
559,970,2017,Chinese Grand Prix,1,26,1,1:38.098,98098
560,970,2017,Chinese Grand Prix,1,27,1,1:38.093,98093
561,970,2017,Chinese Grand Prix,1,28,1,1:37.451,97451
562,970,2017,Chinese Grand Prix,1,29,1,1:37.484,97484
563,970,2017,Chinese Grand Prix,1,30,1,1:37.596,97596
564,970,2017,Chinese Grand Prix,1,31,1,1:38.538,98538
565,970,2017,Chinese Grand Prix,1,32,1,1:36.711,96711
566,970,2017,Chinese Grand Prix,1,33,1,1:38.163,98163
567,970,2017,Chinese Grand Prix,1,34,1,1:37.717,97717
568,970,2017,Chinese Grand Prix,1,35,1,1:37.307,97307
569,970,2017,Chinese Grand Prix,1,36,1,1:41.641,101641
570,970,2017,Chinese Grand Prix,1,37,1,1:57.651,117651
571,970,2017,Chinese Grand Prix,1,38,1,1:37.123,97123
572,970,2017,Chinese Grand Prix,1,39,1,1:36.673,96673
573,970,2017,Chinese Grand Prix,1,40,1,1:36.727,96727
574,970,2017,Chinese Grand Prix,1,41,1,1:35.798,95798
575,970,2017,Chinese Grand Prix,1,42,1,1:36.081,96081
576,970,2017,Chinese Grand Prix,1,43,1,1:35.705,95705
577,970,2017,Chinese Grand Prix,1,44,1,1:35.378,95378
578,970,2017,Chinese Grand Prix,1,45,1,1:35.583,95583
579,970,2017,Chinese Grand Prix,1,46,1,1:35.521,95521
580,970,2017,Chinese Grand Prix,1,47,1,1:36.036,96036
581,970,2017,Chinese Grand Prix,1,48,1,1:36.049,96049
582,970,2017,Chinese Grand Prix,1,49,1,1:35.892,95892
583,970,2017,Chinese Grand Prix,1,50,1,1:35.819,95819
584,970,2017,Chinese Grand Prix,1,51,1,1:35.894,95894
585,970,2017,Chinese Grand Prix,1,52,1,1:35.957,95957
586,970,2017,Chinese Grand Prix,1,53,1,1:36.643,96643
587,970,2017,Chinese Grand Prix,1,54,1,1:35.657,95657
588,970,2017,Chinese Grand Prix,1,55,1,1:36.139,96139
589,970,2017,Chinese Grand Prix,1,56,1,1:36.747,96747
590,991,2018,Chinese Grand Prix,1,1,5,1:44.362,104362
591,991,2018,Chinese Grand Prix,1,2,5,1:39.660,99660
592,991,2018,Chinese Grand Prix,1,3,5,1:39.553,99553
593,991,2018,Chinese Grand Prix,1,4,5,1:39.743,99743
594,991,2018,Chinese Grand Prix,1,5,5,1:39.863,99863
595,991,2018,Chinese Grand Prix,1,6,5,1:39.375,99375
596,991,2018,Chinese Grand Prix,1,7,5,1:39.173,99173
597,991,2018,Chinese Grand Prix,1,8,5,1:39.482,99482
598,991,2018,Chinese Grand Prix,1,9,5,1:39.196,99196
599,991,2018,Chinese Grand Prix,1,10,5,1:39.184,99184
600,991,2018,Chinese Grand Prix,1,11,5,1:39.618,99618
601,991,2018,Chinese Grand Prix,1,12,5,1:39.452,99452
602,991,2018,Chinese Grand Prix,1,13,5,1:39.161,99161
603,991,2018,Chinese Grand Prix,1,14,5,1:39.277,99277
604,991,2018,Chinese Grand Prix,1,15,5,1:39.625,99625
605,991,2018,Chinese Grand Prix,1,16,5,1:39.629,99629
606,991,2018,Chinese Grand Prix,1,17,5,1:39.940,99940
607,991,2018,Chinese Grand Prix,1,18,4,1:43.390,103390
608,991,2018,Chinese Grand Prix,1,19,5,1:55.098,115098
609,991,2018,Chinese Grand Prix,1,20,5,1:36.878,96878
610,991,2018,Chinese Grand Prix,1,21,5,1:37.262,97262
611,991,2018,Chinese Grand Prix,1,22,5,1:37.741,97741
612,991,2018,Chinese Grand Prix,1,23,5,1:37.755,97755
613,991,2018,Chinese Grand Prix,1,24,5,1:37.952,97952
614,991,2018,Chinese Grand Prix,1,25,5,1:37.686,97686
615,991,2018,Chinese Grand Prix,1,26,5,1:37.450,97450
616,991,2018,Chinese Grand Prix,1,27,5,1:37.888,97888
617,991,2018,Chinese Grand Prix,1,28,4,1:37.838,97838
618,991,2018,Chinese Grand Prix,1,29,4,1:37.767,97767
619,991,2018,Chinese Grand Prix,1,30,4,1:38.767,98767
620,991,2018,Chinese Grand Prix,1,31,4,1:44.921,104921
621,991,2018,Chinese Grand Prix,1,32,3,2:35.104,155104
622,991,2018,Chinese Grand Prix,1,33,3,2:38.666,158666
623,991,2018,Chinese Grand Prix,1,34,3,2:25.397,145397
624,991,2018,Chinese Grand Prix,1,35,3,2:25.813,145813
625,991,2018,Chinese Grand Prix,1,36,3,1:38.863,98863
626,991,2018,Chinese Grand Prix,1,37,3,1:37.622,97622
627,991,2018,Chinese Grand Prix,1,38,3,1:37.623,97623
628,991,2018,Chinese Grand Prix,1,39,3,1:38.224,98224
629,991,2018,Chinese Grand Prix,1,40,4,1:38.252,98252
630,991,2018,Chinese Grand Prix,1,41,4,1:37.855,97855
631,991,2018,Chinese Grand Prix,1,42,5,1:38.805,98805
632,991,2018,Chinese Grand Prix,1,43,4,1:39.626,99626
633,991,2018,Chinese Grand Prix,1,44,4,1:37.525,97525
634,991,2018,Chinese Grand Prix,1,45,4,1:37.471,97471
635,991,2018,Chinese Grand Prix,1,46,4,1:37.099,97099
636,991,2018,Chinese Grand Prix,1,47,4,1:37.147,97147
637,991,2018,Chinese Grand Prix,1,48,5,1:38.405,98405
638,991,2018,Chinese Grand Prix,1,49,5,1:37.301,97301
639,991,2018,Chinese Grand Prix,1,50,5,1:37.206,97206
640,991,2018,Chinese Grand Prix,1,51,5,1:37.160,97160
641,991,2018,Chinese Grand Prix,1,52,5,1:37.194,97194
642,991,2018,Chinese Grand Prix,1,53,5,1:38.081,98081
643,991,2018,Chinese Grand Prix,1,54,5,1:36.978,96978
644,991,2018,Chinese Grand Prix,1,55,5,1:37.512,97512
645,991,2018,Chinese Grand Prix,1,56,5,1:37.750,97750
646,1012,2019,Chinese Grand Prix,1,1,1,1:46.407,106407
647,1012,2019,Chinese Grand Prix,1,2,1,1:48.693,108693
648,1012,2019,Chinese Grand Prix,1,3,1,1:38.119,98119
649,1012,2019,Chinese Grand Prix,1,4,1,1:38.522,98522
650,1012,2019,Chinese Grand Prix,1,5,1,1:38.501,98501
651,1012,2019,Chinese Grand Prix,1,6,1,1:38.524,98524
652,1012,2019,Chinese Grand Prix,1,7,1,1:38.411,98411
653,1012,2019,Chinese Grand Prix,1,8,1,1:38.296,98296
654,1012,2019,Chinese Grand Prix,1,9,1,1:38.265,98265
655,1012,2019,Chinese Grand Prix,1,10,1,1:38.594,98594
656,1012,2019,Chinese Grand Prix,1,11,1,1:38.328,98328
657,1012,2019,Chinese Grand Prix,1,12,1,1:38.610,98610
658,1012,2019,Chinese Grand Prix,1,13,1,1:38.805,98805
659,1012,2019,Chinese Grand Prix,1,14,1,1:38.603,98603
660,1012,2019,Chinese Grand Prix,1,15,1,1:38.983,98983
661,1012,2019,Chinese Grand Prix,1,16,1,1:38.956,98956
662,1012,2019,Chinese Grand Prix,1,17,1,1:39.009,99009
663,1012,2019,Chinese Grand Prix,1,18,1,1:39.145,99145
664,1012,2019,Chinese Grand Prix,1,19,1,1:38.988,98988
665,1012,2019,Chinese Grand Prix,1,20,1,1:39.296,99296
666,1012,2019,Chinese Grand Prix,1,21,1,1:39.378,99378
667,1012,2019,Chinese Grand Prix,1,22,1,1:44.331,104331
668,1012,2019,Chinese Grand Prix,1,23,1,1:55.832,115832
669,1012,2019,Chinese Grand Prix,1,24,1,1:36.877,96877
670,1012,2019,Chinese Grand Prix,1,25,1,1:36.870,96870
671,1012,2019,Chinese Grand Prix,1,26,1,1:36.882,96882
672,1012,2019,Chinese Grand Prix,1,27,1,1:37.112,97112
673,1012,2019,Chinese Grand Prix,1,28,1,1:36.822,96822
674,1012,2019,Chinese Grand Prix,1,29,1,1:37.511,97511
675,1012,2019,Chinese Grand Prix,1,30,1,1:37.347,97347
676,1012,2019,Chinese Grand Prix,1,31,1,1:37.476,97476
677,1012,2019,Chinese Grand Prix,1,32,1,1:37.411,97411
678,1012,2019,Chinese Grand Prix,1,33,1,1:37.180,97180
679,1012,2019,Chinese Grand Prix,1,34,1,1:36.645,96645
680,1012,2019,Chinese Grand Prix,1,35,1,1:37.980,97980
681,1012,2019,Chinese Grand Prix,1,36,1,1:41.694,101694
682,1012,2019,Chinese Grand Prix,1,37,1,1:56.038,116038
683,1012,2019,Chinese Grand Prix,1,38,1,1:36.049,96049
684,1012,2019,Chinese Grand Prix,1,39,1,1:35.936,95936
685,1012,2019,Chinese Grand Prix,1,40,1,1:36.023,96023
686,1012,2019,Chinese Grand Prix,1,41,1,1:36.242,96242
687,1012,2019,Chinese Grand Prix,1,42,1,1:36.383,96383
688,1012,2019,Chinese Grand Prix,1,43,1,1:36.307,96307
689,1012,2019,Chinese Grand Prix,1,44,1,1:36.590,96590
690,1012,2019,Chinese Grand Prix,1,45,1,1:36.272,96272
691,1012,2019,Chinese Grand Prix,1,46,1,1:36.467,96467
692,1012,2019,Chinese Grand Prix,1,47,1,1:35.892,95892
693,1012,2019,Chinese Grand Prix,1,48,1,1:36.541,96541
694,1012,2019,Chinese Grand Prix,1,49,1,1:36.468,96468
695,1012,2019,Chinese Grand Prix,1,50,1,1:36.450,96450
696,1012,2019,Chinese Grand Prix,1,51,1,1:37.384,97384
697,1012,2019,Chinese Grand Prix,1,52,1,1:36.889,96889
698,1012,2019,Chinese Grand Prix,1,53,1,1:36.765,96765
699,1012,2019,Chinese Grand Prix,1,54,1,1:36.266,96266
700,1012,2019,Chinese Grand Prix,1,55,1,1:36.358,96358
701,1012,2019,Chinese Grand Prix,1,56,1,1:36.627,96627
