,raceId,RaceName,driverId,DriverName,lap,position,time,miliseconds
0,1012,Chinese Grand Prix,1,HAM,1,1,1:46.407,106407
1,1012,Chinese Grand Prix,1,HAM,2,1,1:48.693,108693
2,1012,Chinese Grand Prix,1,HAM,3,1,1:38.119,98119
3,1012,Chinese Grand Prix,1,HAM,4,1,1:38.522,98522
4,1012,Chinese Grand Prix,1,HAM,5,1,1:38.501,98501
5,1012,Chinese Grand Prix,1,HAM,6,1,1:38.524,98524
6,1012,Chinese Grand Prix,1,HAM,7,1,1:38.411,98411
7,1012,Chinese Grand Prix,1,HAM,8,1,1:38.296,98296
8,1012,Chinese Grand Prix,1,HAM,9,1,1:38.265,98265
9,1012,Chinese Grand Prix,1,HAM,10,1,1:38.594,98594
10,1012,Chinese Grand Prix,1,HAM,11,1,1:38.328,98328
11,1012,Chinese Grand Prix,1,HAM,12,1,1:38.610,98610
12,1012,Chinese Grand Prix,1,HAM,13,1,1:38.805,98805
13,1012,Chinese Grand Prix,1,HAM,14,1,1:38.603,98603
14,1012,Chinese Grand Prix,1,HAM,15,1,1:38.983,98983
15,1012,Chinese Grand Prix,1,HAM,16,1,1:38.956,98956
16,1012,Chinese Grand Prix,1,HAM,17,1,1:39.009,99009
17,1012,Chinese Grand Prix,1,HAM,18,1,1:39.145,99145
18,1012,Chinese Grand Prix,1,HAM,19,1,1:38.988,98988
19,1012,Chinese Grand Prix,1,HAM,20,1,1:39.296,99296
